Run_No.	Date	ID	Peak_No.	N3N2_mean	N3N2_mean_QF	N3N2_sd	N3N2_sd_QF	NO3+NO2_cd_CF	NO3+NO2_CF_QF	N3N2_mean_c	N3N2_mean_c_QF	N3N2_sd_c	N3N2_sd_c_QF	Si_mean	Si_mean_QF	Si_stdev	Si_sd_QF	Si(OH)4_cd_CF	Si(OH)4_CF_QF	Si_mean_c	Si_mean_c_QF	Si_sd_c	Si_sd_c_QF	PO4_mean	PO4_mean_QF	PO4_sd	PO4_sd_QF	PO4_cd_CF	PO4_CF_QF	PO4_mean_c	PO4_mean_c_QF	PO4_sd_c	PO4_sd_c_QF	NO2_mean	NO2_mean_QF	NO2_stdev	NO2_sd_QF	NO2_cd_CF	NO2_CF_QF	NO2_mean_c	NO2_mean_c_QF	NO2_sd_c	NO2_sd_c_QF	T(D)N_mean	T(D)N_mean_QF	T(D)N_sd	T(D)N_sd_QF	T(D)N_CF	T(D)N_CF_QF	T(D)N_mean_c	T(D)N_mean_c_QF	T(D)N_sd_c	T(D)N_sd_c_QF	T(D)P_mean	T(D)P_mean_QF	T(D)P_sd	T(D)P_sd_QF	T(D)P_CF	T(D)P_CF_QF	T(D)P_mean_c	T(D)P_mean_c_QF	T(D)P_sd_c	T(D)P_sd_c_QF	NH4_mean	NH4_mean_QF	NH4_stdev	NH4_sd_QF	NH4_cd_CF	NH4_cd_CF_QF	NH4_mean_c	NH4_mean_c_QF	NH4_sd_c	NH4_sd_c_QF
5	18.02.21	1422	234	13.159	2	0.008	2	0.918	2	12.081	2	0.008	2	3.933	2	0.002	2	1.224	2	4.813	2	0.003	2	0.816	2	0.001	2	0.988	2	0.806	2	0.001	2	0.025	2	0.001	2	0.610	2	0.015	2	0.000	2	15.708	2	0.064	2	0.968	2	15.199	2	0.062	2	0.714	2	0.000	2	1.029	2	0.735	2	0.000	2	0.049	2	0.004	2	1.046	2	0.051	2	0.004	2

5	18.02.21	1423	236	12.020	2	0.010	2	0.918	2	11.036	2	0.009	2	3.824	2	0.008	2	1.224	2	4.681	2	0.010	2	0.773	2	0.001	2	0.988	2	0.763	2	0.001	2	0.034	2	0.001	2	0.610	2	0.020	2	0.000	2	14.975	2	0.086	2	0.968	2	14.490	2	0.083	2	0.687	2	0.004	2	1.029	2	0.707	2	0.004	2	0.059	2	0.000	2	1.046	2	0.062	2	0.000	2

5	18.02.21	1424	238	7.178	2	0.004	2	0.918	2	6.590	2	0.004	2	2.122	2	0.013	2	1.224	2	2.597	2	0.016	2	0.534	2	0.001	2	0.988	2	0.527	2	0.001	2	0.034	2	0.001	2	0.610	2	0.021	2	0.001	2	10.738	2	0.082	2	0.968	2	10.390	2	0.079	2	0.480	2	0.008	2	1.029	2	0.494	2	0.008	2	0.065	2	0.003	2	1.046	2	0.068	2	0.003	2

5	18.02.21	1425	240	2.360	2	0.002	2	0.918	2	2.166	2	0.002	2	2.033	2	0.004	2	1.224	2	2.488	2	0.005	2	0.325	2	0.002	2	0.988	2	0.320	2	0.002	2	0.035	2	0.001	2	0.610	2	0.021	2	0.000	2	6.844	2	0.025	2	0.968	2	6.622	2	0.025	2	0.301	2	0.003	2	1.029	2	0.310	2	0.003	2	0.067	2	0.004	2	1.046	2	0.070	2	0.004	2

5	18.02.21	1426	242	1.979	2	0.001	2	0.918	2	1.817	2	0.001	2	6.622	2	0.030	2	1.224	2	8.105	2	0.036	2	0.620	2	0.004	2	0.988	2	0.612	2	0.003	2	0.061	2	0.000	2	0.610	2	0.037	2	0.000	2	7.213	2	0.007	2	0.968	2	6.979	2	0.007	2	0.575	2	0.005	2	1.029	2	0.591	2	0.005	2	0.176	2	0.001	2	1.046	2	0.184	2	0.001	2

5	18.02.21	1427	244	0.273	2	0.003	2	0.918	2	0.251	2	0.003	2	5.398	2	0.009	2	1.224	2	6.607	2	0.011	2	0.517	2	0.001	2	0.988	2	0.511	2	0.001	2	0.020	2	0.001	2	0.610	2	0.012	2	0.001	2	5.654	2	0.028	2	0.968	2	5.470	2	0.027	2	0.476	2	0.008	2	1.029	2	0.489	2	0.008	2	0.101	2	0.001	2	1.046	2	0.106	2	0.001	2

5	18.02.21	1428	246	0.347	2	0.001	2	0.918	2	0.318	2	0.001	2	5.425	2	0.004	2	1.224	2	6.640	2	0.004	2	0.520	2	0.001	2	0.988	2	0.513	2	0.001	2	0.026	2	0.000	2	0.610	2	0.016	2	0.000	2	6.037	2	0.012	2	0.968	2	5.841	2	0.012	2	0.483	2	0.006	2	1.029	2	0.497	2	0.006	2	0.117	2	0.001	2	1.046	2	0.122	2	0.001	2

5	18.02.21	1429	248	16.685	2	0.031	2	0.918	2	15.318	2	0.029	2	8.982	2	0.017	2	1.224	2	10.994	2	0.021	2	1.030	2	0.006	2	0.988	2	1.017	2	0.006	2	0.025	2	0.001	2	0.610	2	0.015	2	0.000	2	18.325	2	0.139	2	0.968	2	17.731	2	0.135	2	0.898	2	0.008	2	1.029	2	0.924	2	0.008	2	0.050	2	0.001	2	1.046	2	0.052	2	0.001	2

5	18.02.21	1430	250	15.835	2	0.016	2	0.918	2	14.538	2	0.014	2	7.644	2	0.009	2	1.224	2	9.356	2	0.011	2	0.982	2	0.000	2	0.988	2	0.970	2	0.000	2	0.022	2	0.003	2	0.610	2	0.013	2	0.002	2	17.534	2	0.212	2	0.968	2	16.966	2	0.205	2	0.865	2	0.003	2	1.029	2	0.890	2	0.003	2	0.049	2	0.001	2	1.046	2	0.051	2	0.001	2

5	18.02.21	1431	256	14.058	2	0.023	2	0.918	2	12.906	2	0.021	2	5.390	2	0.030	2	1.224	2	6.597	2	0.037	2	0.879	2	0.003	2	0.988	2	0.868	2	0.003	2	0.020	2	0.001	2	0.610	2	0.012	2	0.000	2	16.148	2	0.057	2	0.968	2	15.625	2	0.055	2	0.767	2	0.004	2	1.029	2	0.789	2	0.004	2	0.045	2	0.004	2	1.046	2	0.047	2	0.004	2

5	18.02.21	1432	258	13.392	2	0.007	2	0.918	2	12.295	2	0.006	2	4.661	2	0.006	2	1.224	2	5.705	2	0.007	2	0.852	2	0.001	2	0.988	2	0.841	2	0.001	2	0.021	2	0.001	2	0.610	2	0.012	2	0.000	2	15.635	2	0.055	2	0.968	2	15.129	2	0.053	2	0.754	2	0.003	2	1.029	2	0.776	2	0.003	2	0.041	2	0.001	2	1.046	2	0.043	2	0.001	2

5	18.02.21	1433	260	13.288	2	0.003	2	0.918	2	12.200	2	0.003	2	4.346	2	0.008	2	1.224	2	5.319	2	0.010	2	0.833	2	0.001	2	0.988	2	0.822	2	0.001	2	0.022	2	0.001	2	0.610	2	0.013	2	0.000	2	15.554	2	0.004	2	0.968	2	15.050	2	0.004	2	0.716	2	0.003	2	1.029	2	0.737	2	0.003	2	0.046	2	0.003	2	1.046	2	0.048	2	0.003	2

5	18.02.21	1434	262	13.561	2	0.006	2	0.918	2	12.450	2	0.005	2	4.337	2	0.003	2	1.224	2	5.308	2	0.003	2	0.837	2	0.000	2	0.988	2	0.827	2	0.000	2	0.016	2	0.000	2	0.610	2	0.010	2	0.000	2	15.682	2	0.029	2	0.968	2	15.174	2	0.028	2	0.712	2	0.003	2	1.029	2	0.733	2	0.003	2	0.013	2	0.001	2	1.046	2	0.014	2	0.001	2

5	18.02.21	1435	264	13.572	2	0.013	2	0.918	2	12.460	2	0.012	2	4.234	2	0.013	2	1.224	2	5.182	2	0.016	2	0.834	2	0.000	2	0.988	2	0.824	2	0.000	2	0.014	2	0.001	2	0.610	2	0.009	2	0.001	2	15.716	2	0.002	2	0.968	2	15.207	2	0.002	2	0.711	2	0.001	2	1.029	2	0.731	2	0.001	2	0.015	2	0.002	2	1.046	2	0.015	2	0.002	2

5	18.02.21	1436	266	13.574	2	0.006	2	0.918	2	12.462	2	0.005	2	4.229	2	0.010	2	1.224	2	5.176	2	0.012	2	0.838	2	0.001	2	0.988	2	0.828	2	0.001	2	0.011	2	0.000	2	0.610	2	0.007	2	0.000	2	15.615	2	0.005	2	0.968	2	15.109	2	0.005	2	0.717	2	0.012	2	1.029	2	0.737	2	0.012	2	0.021	2	0.002	2	1.046	2	0.021	2	0.002	2

5	18.02.21	1437	268	13.554	2	0.004	2	0.918	2	12.443	2	0.003	2	4.113	2	0.013	2	1.224	2	5.034	2	0.016	2	0.832	2	0.000	2	0.988	2	0.822	2	0.000	2	0.014	2	0.001	2	0.610	2	0.008	2	0.000	2	15.652	2	0.022	2	0.968	2	15.145	2	0.021	2	0.728	2	0.013	2	1.029	2	0.749	2	0.014	2	0.024	2	0.001	2	1.046	2	0.025	2	0.001	2

5	18.02.21	1438	270	13.099	2	0.003	2	0.918	2	12.026	2	0.003	2	3.861	2	0.006	2	1.224	2	4.725	2	0.008	2	0.802	2	0.001	2	0.988	2	0.792	2	0.001	2	0.014	2	0.001	2	0.610	2	0.009	2	0.001	2	15.173	2	0.026	2	0.968	2	14.681	2	0.025	2	0.715	2	0.000	2	1.029	2	0.736	2	0.000	2	0.034	2	0.000	2	1.046	2	0.036	2	0.000	2

5	18.02.21	1439	272	6.892	2	0.004	2	0.918	2	6.328	2	0.004	2	2.026	2	0.002	2	1.224	2	2.479	2	0.003	2	0.514	2	0.001	2	0.988	2	0.508	2	0.001	2	0.020	2	0.001	2	0.610	2	0.012	2	0.001	2	10.045	2	0.025	2	0.968	2	9.719	2	0.024	2	0.450	2	0.004	2	1.029	2	0.463	2	0.004	2	0.041	2	0.002	2	1.046	2	0.042	2	0.002	2

5	18.02.21	1440	274	6.717	2	0.006	2	0.918	2	6.167	2	0.005	2	2.057	2	0.013	2	1.224	2	2.518	2	0.016	2	0.509	2	0.001	2	0.988	2	0.503	2	0.001	2	0.021	2	0.001	2	0.610	2	0.012	2	0.000	2	9.845	2	0.020	2	0.968	2	9.526	2	0.019	2	0.447	2	0.004	2	1.029	2	0.460	2	0.004	2	0.036	2	0.002	2	1.046	2	0.037	2	0.002	2

5	18.02.21	1441	276	6.110	2	0.004	2	0.918	2	5.610	2	0.004	2	2.480	2	0.001	2	1.224	2	3.036	2	0.002	2	0.492	2	0.001	2	0.988	2	0.485	2	0.001	2	0.021	2	0.001	2	0.610	2	0.013	2	0.001	2	9.448	2	0.005	2	0.968	2	9.142	2	0.005	2	0.436	2	0.008	2	1.029	2	0.449	2	0.009	2	0.027	2	0.001	2	1.046	2	0.028	2	0.001	2

5	18.02.21	1442	278	5.327	2	0.001	2	0.918	2	4.890	2	0.001	2	2.940	2	0.004	2	1.224	2	3.598	2	0.004	2	0.466	2	0.002	2	0.988	2	0.460	2	0.002	2	0.024	2	0.001	2	0.610	2	0.014	2	0.000	2	8.864	2	0.006	2	0.968	2	8.577	2	0.005	2	0.401	2	0.007	2	1.029	2	0.413	2	0.007	2	0.030	2	0.002	2	1.046	2	0.031	2	0.002	2

5	18.02.21	1443	280	4.805	2	0.014	2	0.918	2	4.411	2	0.013	2	2.739	2	0.004	2	1.224	2	3.352	2	0.004	2	0.439	2	0.003	2	0.988	2	0.434	2	0.003	2	0.024	2	0.002	2	0.610	2	0.014	2	0.001	2	8.446	2	0.013	2	0.968	2	8.173	2	0.012	2	0.394	2	0.001	2	1.029	2	0.406	2	0.001	2	0.037	2	0.001	2	1.046	2	0.038	2	0.001	2

5	18.02.21	1444	282	4.082	2	0.010	2	0.918	2	3.748	2	0.009	2	2.645	2	0.006	2	1.224	2	3.237	2	0.008	2	0.410	2	0.000	2	0.988	2	0.405	2	0.000	2	0.024	2	0.001	2	0.610	2	0.014	2	0.000	2	7.867	2	0.034	2	0.968	2	7.612	2	0.033	2	0.379	2	0.008	2	1.029	2	0.390	2	0.009	2	0.039	2	0.004	2	1.046	2	0.040	2	0.004	2

5	18.02.21	1445	284	3.012	2	0.000	2	0.918	2	2.765	2	0.000	2	2.648	2	0.002	2	1.224	2	3.241	2	0.003	2	0.370	2	0.001	2	0.988	2	0.365	2	0.001	2	0.031	2	0.001	2	0.610	2	0.019	2	0.001	2	7.159	2	0.013	2	0.968	2	6.927	2	0.012	2	0.334	2	0.001	2	1.029	2	0.344	2	0.001	2	0.041	2	0.000	2	1.046	2	0.043	2	0.000	2

5	18.02.21	1446	286	5.395	2	0.001	2	0.918	2	4.953	2	0.001	2	9.536	2	0.009	2	1.224	2	11.671	2	0.011	2	0.816	2	0.004	2	0.988	2	0.805	2	0.003	2	0.079	2	0.000	2	0.610	2	0.048	2	0.000	2	9.674	2	0.021	2	0.968	2	9.361	2	0.021	2	0.766	2	0.008	2	1.029	2	0.788	2	0.009	2	0.108	2	0.003	2	1.046	2	0.113	2	0.003	2

5	18.02.21	1447	288	0.941	2	0.006	2	0.918	2	0.863	2	0.006	2	4.865	2	0.006	2	1.224	2	5.954	2	0.008	2	0.487	2	0.001	2	0.988	2	0.480	2	0.001	2	0.066	2	0.000	2	0.610	2	0.040	2	0.000	2	6.459	2	0.016	2	0.968	2	6.249	2	0.016	2	0.461	2	0.001	2	1.029	2	0.474	2	0.001	2	0.335	2	0.002	2	1.046	2	0.350	2	0.002	2

5	18.02.21	1448	290	1.114	2	0.001	2	0.918	2	1.022	2	0.001	2	4.938	2	0.004	2	1.224	2	6.043	2	0.004	2	0.487	2	0.001	2	0.988	2	0.480	2	0.001	2	0.062	2	0.000	2	0.610	2	0.038	2	0.000	2	6.474	2	0.030	2	0.968	2	6.264	2	0.029	2	0.441	2	0.002	2	1.029	2	0.453	2	0.002	2	0.332	2	0.001	2	1.046	2	0.347	2	0.001	2

5	18.02.21	1449	292	0.589	2	0.000	2	0.918	2	0.541	2	0.000	2	5.012	2	0.004	2	1.224	2	6.134	2	0.004	2	0.492	2	0.001	2	0.988	2	0.485	2	0.001	2	0.048	2	0.001	2	0.610	2	0.029	2	0.000	2	6.083	2	0.004	2	0.968	2	5.886	2	0.003	2	0.460	2	0.002	2	1.029	2	0.473	2	0.002	2	0.236	2	0.001	2	1.046	2	0.247	2	0.001	2

5	18.02.21	1450	294	0.226	2	0.002	2	0.918	2	0.207	2	0.002	2	5.359	2	0.001	2	1.224	2	6.559	2	0.002	2	0.515	2	0.001	2	0.988	2	0.508	2	0.001	2	0.022	2	0.000	2	0.610	2	0.013	2	0.000	2	5.735	2	0.048	2	0.968	2	5.549	2	0.047	2	0.469	2	0.001	2	1.029	2	0.482	2	0.001	2	0.092	2	0.004	2	1.046	2	0.096	2	0.004	2

5	18.02.21	1451	296	0.138	2	0.000	2	0.918	2	0.127	2	0.000	2	5.410	2	0.011	2	1.224	2	6.621	2	0.013	2	0.516	2	0.001	2	0.988	2	0.509	2	0.001	2	0.020	2	0.001	2	0.610	2	0.012	2	0.000	2	5.584	2	0.052	2	0.968	2	5.403	2	0.050	2	0.462	2	0.009	2	1.029	2	0.475	2	0.009	2	0.064	2	0.004	2	1.046	2	0.067	2	0.004	2

5	18.02.21	1452	298	0.131	2	0.002	2	0.918	2	0.120	2	0.002	2	5.419	2	0.009	2	1.224	2	6.632	2	0.011	2	0.516	2	0.003	2	0.988	2	0.510	2	0.003	2	0.017	2	0.001	2	0.610	2	0.010	2	0.000	2	5.456	2	0.049	2	0.968	2	5.279	2	0.047	2	0.485	2	0.008	2	1.029	2	0.499	2	0.008	2	0.073	2	0.002	2	1.046	2	0.076	2	0.002	2

5	18.02.21	1453	300	0.163	2	0.001	2	0.918	2	0.150	2	0.001	2	0.560	2	0.006	2	1.224	2	0.685	2	0.008	2	0.031	2	0.002	2	0.988	2	0.030	2	0.002	2	0.018	2	0.000	2	0.610	2	0.011	2	0.000	2	2.189	2	0.013	2	0.968	2	2.118	2	0.013	2	-0.004	2	0.011	2	1.029	2	-0.003	2	0.011	2	0.078	2	0.007	2	1.046	2	0.082	2	0.007	2

5	18.02.21	1454	302	0.121	2	0.001	2	0.918	2	0.111	2	0.001	2	5.490	2	0.005	2	1.224	2	6.719	2	0.006	2	0.516	2	0.002	2	0.988	2	0.509	2	0.002	2	0.018	2	0.001	2	0.610	2	0.011	2	0.001	2	5.528	2	0.075	2	0.968	2	5.349	2	0.073	2	0.503	2	0.023	2	1.029	2	0.518	2	0.023	2	0.060	2	0.002	2	1.046	2	0.062	2	0.002	2

5	18.02.21	1455	304	0.118	2	0.000	2	0.918	2	0.108	2	0.000	2	5.492	2	0.004	2	1.224	2	6.722	2	0.005	2	0.513	2	0.001	2	0.988	2	0.507	2	0.001	2	0.020	2	0.000	2	0.610	2	0.012	2	0.000	2	5.659	2	0.078	2	0.968	2	5.475	2	0.076	2	0.508	2	0.000	2	1.029	2	0.523	2	0.000	2	0.028	2	0.001	2	1.046	2	0.029	2	0.001	2

5	18.02.21	1456	310	0.121	2	0.002	2	0.918	2	0.111	2	0.002	2	5.509	2	0.032	2	1.224	2	6.742	2	0.039	2	0.512	2	0.000	2	0.988	2	0.506	2	0.000	2	0.021	2	0.001	2	0.610	2	0.012	2	0.000	2	5.668	2	0.052	2	0.968	2	5.484	2	0.051	2	0.491	2	0.004	2	1.029	2	0.505	2	0.004	2	0.040	2	0.006	2	1.046	2	0.042	2	0.006	2

5	18.02.21	1457	312	0.124	2	0.001	2	0.918	2	0.113	2	0.001	2	3.623	2	0.010	2	1.224	2	4.435	2	0.012	2	0.308	2	0.001	2	0.988	2	0.304	2	0.001	2	0.020	2	0.001	2	0.610	2	0.012	2	0.000	2	4.521	2	0.080	2	0.968	2	4.374	2	0.077	2	0.310	2	0.007	2	1.029	2	0.319	2	0.007	2	0.051	2	0.001	2	1.046	2	0.053	2	0.001	2

5	18.02.21	1458	314	0.607	2	0.001	2	0.918	2	0.557	2	0.001	2	0.029	2	0.002	2	1.224	2	0.035	2	0.003	2	0.018	2	0.004	2	0.988	2	0.018	2	0.004	2	0.024	2	0.000	2	0.610	2	0.015	2	0.000	2	2.212	2	0.004	2	0.968	2	2.140	2	0.003	2	0.012	2	0.010	2	1.029	2	0.012	2	0.010	2	0.259	2	0.013	2	1.046	2	0.271	2	0.013	2

5	18.02.21	1459	316	0.340	2	0.001	2	0.918	2	0.312	2	0.001	2	0.024	2	0.006	2	1.224	2	0.029	2	0.007	2	0.018	2	0.001	2	0.988	2	0.018	2	0.001	2	0.023	2	0.001	2	0.610	2	0.014	2	0.000	2	3.284	2	0.035	2	0.968	2	3.178	2	0.034	2	0.038	2	0.004	2	1.029	2	0.039	2	0.004	2	0.347	2	0.008	2	1.046	2	0.362	2	0.008	2

5	18.02.21	1460	318	1.062	2	0.001	2	0.918	2	0.975	2	0.001	2	0.176	2	0.000	2	1.224	2	0.215	2	0.000	2	0.025	2	0.002	2	0.988	2	0.024	2	0.002	2	0.053	2	0.000	2	0.610	2	0.032	2	0.000	2	4.998	2	0.090	2	0.968	2	4.836	2	0.087	2	0.079	2	0.006	2	1.029	2	0.081	2	0.007	2	0.244	2	0.002	2	1.046	2	0.255	2	0.002	2

5	18.02.21	1461	320	0.590	2	0.001	2	0.918	2	0.542	2	0.001	2	0.077	2	0.005	2	1.224	2	0.094	2	0.006	2	0.026	2	0.007	2	0.988	2	0.026	2	0.007	2	0.028	2	0.000	2	0.610	2	0.017	2	0.000	2	2.477	2	0.061	2	0.968	2	2.397	2	0.059	2	0.063	2	0.018	2	1.029	2	0.065	2	0.019	2	0.735	2	0.013	2	1.046	2	0.768	2	0.014	2

5	18.02.21	1462	322	0.114	2	0.005	2	0.918	2	0.104	2	0.005	2	5.526	2	0.010	2	1.224	2	6.764	2	0.012	2	0.498	2	0.003	2	0.988	2	0.492	2	0.003	2	0.017	2	0.001	2	0.610	2	0.010	2	0.000	2	5.603	2	0.054	2	0.968	2	5.422	2	0.052	2	0.486	2	0.005	2	1.029	2	0.500	2	0.005	2	0.061	2	0.008	2	1.046	2	0.063	2	0.008	2

5	18.02.21	1463	324	0.116	2	0.002	2	0.918	2	0.106	2	0.002	2	5.515	2	0.008	2	1.224	2	6.750	2	0.010	2	0.498	2	0.001	2	0.988	2	0.491	2	0.001	2	0.017	2	0.001	2	0.610	2	0.010	2	0.000	2	5.692	2	0.061	2	0.968	2	5.508	2	0.059	2	0.501	2	0.012	2	1.029	2	0.515	2	0.012	2	0.052	2	0.001	2	1.046	2	0.054	2	0.001	2

5	18.02.21	1464	326	0.107	2	0.001	2	0.918	2	0.098	2	0.001	2	5.531	2	0.013	2	1.224	2	6.769	2	0.016	2	0.496	2	0.001	2	0.988	2	0.490	2	0.001	2	0.018	2	0.001	2	0.610	2	0.011	2	0.000	2	5.675	2	0.041	2	0.968	2	5.491	2	0.040	2	0.481	2	0.004	2	1.029	2	0.495	2	0.004	2	0.046	2	0.000	2	1.046	2	0.048	2	0.000	2

5	18.02.21	1465	328	0.239	2	0.004	2	0.918	2	0.219	2	0.003	2	5.472	2	0.002	2	1.224	2	6.697	2	0.003	2	0.488	2	0.004	2	0.988	2	0.482	2	0.004	2	0.022	2	0.001	2	0.610	2	0.013	2	0.000	2	5.674	2	0.039	2	0.968	2	5.490	2	0.038	2	0.490	2	0.013	2	1.029	2	0.504	2	0.013	2	0.074	2	0.000	2	1.046	2	0.077	2	0.000	2

5	18.02.21	1466	330	0.124	2	0.000	2	0.918	2	0.114	2	0.000	2	5.520	2	0.025	2	1.224	2	6.756	2	0.031	2	0.476	2	0.004	2	0.988	2	0.470	2	0.003	2	0.021	2	0.001	2	0.610	2	0.012	2	0.000	2	5.930	2	0.034	2	0.968	2	5.738	2	0.033	2	0.498	2	0.004	2	1.029	2	0.512	2	0.004	2	0.060	2	0.004	2	1.046	2	0.063	2	0.004	2

5	18.02.21	1467	332	4.341	2	0.007	2	0.918	2	3.985	2	0.006	2	7.880	2	0.008	2	1.224	2	9.644	2	0.010	2	0.654	2	0.001	2	0.988	2	0.646	2	0.001	2	0.084	2	0.001	2	0.610	2	0.051	2	0.000	2	8.955	2	0.085	2	0.968	2	8.665	2	0.082	2	0.639	2	0.006	2	1.029	2	0.658	2	0.006	2	0.115	2	0.002	2	1.046	2	0.120	2	0.002	2

5	18.02.21	1468	334	0.146	2	0.008	2	0.918	2	0.134	2	0.007	2	0.220	2	0.011	2	1.224	2	0.269	2	0.013	2	-0.003	2	0.006	2	0.988	2	-0.003	2	0.006	2	0.031	2	0.001	2	0.610	2	0.019	2	0.001	2	1.774	2	0.051	2	0.968	2	1.717	2	0.049	2	0.038	2	0.011	2	1.029	2	0.039	2	0.012	2	0.103	2	0.001	2	1.046	2	0.108	2	0.001	2

5	18.02.21	1469	336	0.196	2	0.004	2	0.918	2	0.179	2	0.003	2	0.257	2	0.006	2	1.224	2	0.314	2	0.008	2	-0.027	2	0.001	2	0.988	2	-0.027	2	0.001	2	0.023	2	0.001	2	0.610	2	0.014	2	0.001	2	2.036	2	0.005	2	0.968	2	1.970	2	0.005	2	-0.018	2	0.001	2	1.029	2	-0.018	2	0.001	2	0.079	2	0.003	2	1.046	2	0.083	2	0.003	2

5	18.02.21	1470	338	0.113	2	0.004	2	0.918	2	0.103	2	0.003	2	0.347	2	0.004	2	1.224	2	0.425	2	0.005	2	0.078	2	0.000	2	0.988	2	0.077	2	0.000	2	0.031	2	0.001	2	0.610	2	0.019	2	0.001	2	3.637	2	0.082	2	0.968	2	3.519	2	0.079	2	0.244	2	0.013	2	1.029	2	0.251	2	0.013	2	0.222	2	0.004	2	1.046	2	0.232	2	0.004	2

5	18.02.21	1471	340	0.141	2	0.003	2	0.918	2	0.129	2	0.003	2	0.570	2	0.003	2	1.224	2	0.698	2	0.003	2	-0.007	2	0.006	2	0.988	2	-0.007	2	0.006	2	0.039	2	0.001	2	0.610	2	0.023	2	0.000	2	3.297	2	0.090	2	0.968	2	3.190	2	0.087	2	0.007	2	0.004	2	1.029	2	0.007	2	0.004	2	0.182	2	0.001	2	1.046	2	0.190	2	0.001	2

5	18.02.21	1472	342	1.404	4	0.169	4	0.918	2	1.289	4	0.155	4	8.311	4	0.069	4	1.224	2	10.173	4	0.085	4	7.761	4	0.006	4	0.988	2	7.664	4	0.006	4	6.197	4	6.833	4	0.610	2	3.777	4	4.165	4	31.400	4		5	0.968	2	30.383	4		5	14.103	4	0.846	4	1.029	2	14.516	4	0.870	4	1.073	4	0.004	4	1.046	2	1.122	4	0.004	4

5	18.02.21	1473	344	0.188	2	0.016	2	0.918	2	0.172	2	0.015	2	1.022	2	0.006	2	1.224	2	1.250	2	0.008	2	0.163	2	0.026	2	0.988	2	0.160	2	0.026	2	8.229	4	0.535	4	0.610	2	5.016	4	0.326	4	4.939	2	0.029	2	0.968	2	4.779	2	0.028	2	0.253	2	0.016	2	1.029	2	0.260	2	0.017	2	0.556	2	0.000	2	1.046	2	0.582	2	0.000	2

5	18.02.21	1474	346	0.155	2	0.001	2	0.918	2	0.142	2	0.001	2	5.503	2	0.004	2	1.224	2	6.735	2	0.004	2	0.541	2	0.002	2	0.988	2	0.534	2	0.002	2	6.911	4	0.279	4	0.610	2	4.212	4	0.170	4	6.334	2	0.120	2	0.968	2	6.129	2	0.116	2	0.567	2	0.008	2	1.029	2	0.584	2	0.009	2	0.080	2	0.004	2	1.046	2	0.084	2	0.004	2

5	18.02.21	1475	352	0.132	2	0.001	2	0.918	2	0.121	2	0.001	2	5.547	2	0.023	2	1.224	2	6.789	2	0.029	2	0.525	2	0.001	2	0.988	2	0.518	2	0.001	2	6.068	4	0.056	4	0.610	2	3.698	4	0.034	4	5.804	2	0.038	2	0.968	2	5.616	2	0.037	2	0.489	2	0.004	2	1.029	2	0.503	2	0.004	2	0.070	2	0.005	2	1.046	2	0.073	2	0.005	2

5	18.02.21	1476	354	0.124	2	0.001	2	0.918	2	0.113	2	0.001	2	5.528	2	0.001	2	1.224	2	6.766	2	0.001	2	0.523	2	0.001	2	0.988	2	0.516	2	0.001	2	6.005	4	0.066	4	0.610	2	3.660	4	0.040	4	5.653	2	0.022	2	0.968	2	5.469	2	0.021	2	0.468	2	0.012	2	1.029	2	0.481	2	0.012	2	0.059	2	0.000	2	1.046	2	0.062	2	0.000	2

5	18.02.21	1477	356	0.146	2	0.000	2	0.918	2	0.134	2	0.000	2	5.506	2	0.001	2	1.224	2	6.739	2	0.002	2	0.532	2	0.001	2	0.988	2	0.525	2	0.001	2	5.966	4	0.030	4	0.610	2	3.636	4	0.018	4	5.770	2	0.004	2	0.968	2	5.583	2	0.004	2	0.482	2	0.003	2	1.029	2	0.496	2	0.003	2	0.107	2	0.001	2	1.046	2	0.111	2	0.001	2

5	18.02.21	1478	358	0.147	2	0.001	2	0.918	2	0.135	2	0.001	2	5.487	2	0.007	2	1.224	2	6.716	2	0.009	2	0.527	2	0.001	2	0.988	2	0.520	2	0.001	2	5.906	4	0.037	4	0.610	2	3.600	4	0.023	4	5.738	2	0.015	2	0.968	2	5.552	2	0.014	2	0.477	2	0.010	2	1.029	2	0.491	2	0.010	2	0.088	2	0.001	2	1.046	2	0.092	2	0.001	2

5	18.02.21	1479	360	0.132	2	0.001	2	0.918	2	0.121	2	0.001	2	5.515	2	0.023	2	1.224	2	6.750	2	0.028	2	0.527	2	0.000	2	0.988	2	0.520	2	0.000	2	5.679	4	0.028	4	0.610	2	3.461	4	0.017	4	5.796	2	0.001	2	0.968	2	5.608	2	0.001	2	0.484	2	0.019	2	1.029	2	0.498	2	0.020	2	0.083	2	0.001	2	1.046	2	0.086	2	0.001	2

5	18.02.21	1480	362	0.127	2	0.001	2	0.918	2	0.117	2	0.001	2	5.568	2	0.025	2	1.224	2	6.815	2	0.030	2	0.533	2	0.004	2	0.988	2	0.526	2	0.004	2	5.715	4	0.009	4	0.610	2	3.483	4	0.006	4	5.678	2	0.025	2	0.968	2	5.494	2	0.025	2	0.487	2	0.004	2	1.029	2	0.501	2	0.004	2	0.071	2	0.001	2	1.046	2	0.074	2	0.001	2

