Run_No.	Date	ID	Peak_No.	N3N2_mean	N3N2_mean_QF	N3N2_sd	N3N2_sd_QF	NO3+NO2_cd_CF	NO3+NO2_CF_QF	N3N2_mean_c	N3N2_mean_c_QF	N3N2_sd_c	N3N2_sd_c_QF	Si_mean	Si_mean_QF	Si_stdev	Si_sd_QF	Si(OH)4_cd_CF	Si(OH)4_CF_QF	Si_mean_c	Si_mean_c_QF	Si_sd_c	Si_sd_c_QF	PO4_mean	PO4_mean_QF	PO4_sd	PO4_sd_QF	PO4_cd_CF	PO4_CF_QF	PO4_mean_c	PO4_mean_c_QF	PO4_sd_c	PO4_sd_c_QF	NO2_mean	NO2_mean_QF	NO2_stdev	NO2_sd_QF	NO2_cd_CF	NO2_CF_QF	NO2_mean_c	NO2_mean_c_QF	NO2_sd_c	NO2_sd_c_QF	T(D)N_mean	T(D)N_mean_QF	T(D)N_sd	T(D)N_sd_QF	T(D)N_CF	T(D)N_CF_QF	T(D)N_mean_c	T(D)N_mean_c_QF	T(D)N_sd_c	T(D)N_sd_c_QF	T(D)P_mean	T(D)P_mean_QF	T(D)P_sd	T(D)P_sd_QF	T(D)P_CF	T(D)P_CF_QF	T(D)P_mean_c	T(D)P_mean_c_QF	T(D)P_sd_c	T(D)P_sd_c_QF	NH4_mean	NH4_mean_QF	NH4_stdev	NH4_sd_QF	NH4_cd_CF	NH4_cd_CF_QF	NH4_mean_c	NH4_mean_c_QF	NH4_sd_c	NH4_sd_c_QF

10	25.02.21	x136	120	0.253	2	0.000	2	0.901	2	0.228	2	0.000	2	0.094	2	0.003	2	1.236	2	0.116	2	0.003	2	0.042	2	0.001	2	0.944	2	0.039	2	0.001	2	0.018	2	0.002	2	0.653	2	0.011	2	0.001	2	3.495	2	0.018	2	1.066	2	3.727	2	0.020	2	0.009	2	0.011	2	0.987	2	0.008	2	0.010	2	0.414	2	0.004	2	1.049	2	0.434	2	0.004	2

10	25.02.21	x137	122	0.216	2	0.002	2	0.901	2	0.194	2	0.002	2	0.087	2	0.005	2	1.236	2	0.107	2	0.006	2	0.019	2	0.003	2	0.944	2	0.018	2	0.003	2	0.016	2	0.002	2	0.653	2	0.010	2	0.001	2	2.541	2	0.023	2	1.066	2	2.709	2	0.025	2	-0.016	2	0.003	2	0.987	2	-0.016	2	0.003	2	0.401	2	0.005	2	1.049	2	0.420	2	0.005	2

10	25.02.21	x138	124	0.245	2	0.002	2	0.901	2	0.220	2	0.002	2	0.078	2	0.008	2	1.236	2	0.096	2	0.010	2	0.032	2	0.000	2	0.944	2	0.030	2	0.000	2	0.019	2	0.001	2	0.653	2	0.012	2	0.000	2	2.873	2	0.023	2	1.066	2	3.063	2	0.025	2	-0.018	2	0.002	2	0.987	2	-0.018	2	0.002	2	0.506	2	0.002	2	1.049	2	0.530	2	0.002	2

10	25.02.21	x139	126	0.231	2	0.000	2	0.901	2	0.208	2	0.000	2	0.087	2	0.001	2	1.236	2	0.108	2	0.002	2	0.030	2	0.001	2	0.944	2	0.028	2	0.001	2	0.017	2	0.002	2	0.653	2	0.011	2	0.001	2	2.944	2	0.018	2	1.066	2	3.139	2	0.020	2	-0.019	2	0.001	2	0.987	2	-0.019	2	0.001	2	0.376	2	0.008	2	1.049	2	0.394	2	0.008	2

10	25.02.21	x140	128	0.232	2	0.001	2	0.901	2	0.209	2	0.001	2	0.124	2	0.006	2	1.236	2	0.153	2	0.008	2	0.034	2	0.001	2	0.944	2	0.032	2	0.001	2	0.022	2	0.001	2	0.653	2	0.014	2	0.000	2	3.012	2	0.050	2	1.066	2	3.211	2	0.054	2	-0.018	2	0.011	2	0.987	2	-0.018	2	0.011	2	0.594	2	0.008	2	1.049	2	0.623	2	0.009	2

10	25.02.21	x141	130	0.205	2	0.002	2	0.901	2	0.184	2	0.002	2	0.164	2	0.011	2	1.236	2	0.203	2	0.014	2	0.034	2	0.001	2	0.944	2	0.032	2	0.001	2	0.020	2	0.001	2	0.653	2	0.013	2	0.000	2	2.511	2	0.011	2	1.066	2	2.678	2	0.012	2	-0.014	2	0.005	2	0.987	2	-0.014	2	0.005	2	0.370	2	0.006	2	1.049	2	0.388	2	0.006	2

10	25.02.21	x142	132	0.203	2	0.000	2	0.901	2	0.183	2	0.000	2	0.149	2	0.010	2	1.236	2	0.184	2	0.012	2	0.026	2	0.001	2	0.944	2	0.025	2	0.001	2	0.014	2	0.001	2	0.653	2	0.009	2	0.000	2	2.554	2	0.007	2	1.066	2	2.723	2	0.008	2	0.002	2	0.011	2	0.987	2	0.001	2	0.011	2	0.272	2	0.007	2	1.049	2	0.285	2	0.007	2

10	25.02.21	x143	134	0.221	2	0.001	2	0.901	2	0.199	2	0.001	2	0.122	2	0.015	2	1.236	2	0.150	2	0.018	2	0.059	2	0.003	2	0.944	2	0.056	2	0.003	2	0.018	2	0.001	2	0.653	2	0.012	2	0.001	2	3.123	2	0.030	2	1.066	2	3.330	2	0.032	2	0.063	2	0.008	2	0.987	2	0.062	2	0.008	2	0.666	2	0.011	2	1.049	2	0.698	2	0.011	2

10	25.02.21	x144	136	0.352	2	0.004	2	0.901	2	0.317	2	0.004	2	0.214	2	0.005	2	1.236	2	0.264	2	0.006	2	0.043	2	0.001	2	0.944	2	0.041	2	0.001	2	0.027	2	0.002	2	0.653	2	0.017	2	0.001	2	6.000	2	0.001	2	1.066	2	6.398	2	0.002	2	0.016	2	0.004	2	0.987	2	0.015	2	0.003	2	0.704	2	0.005	2	1.049	2	0.738	2	0.005	2

10	25.02.21	x145	138	2.368	2	0.011	2	0.901	2	2.135	2	0.010	2	0.087	2	0.008	2	1.236	2	0.108	2	0.010	2	0.025	2	0.001	2	0.944	2	0.023	2	0.001	2	0.019	2	0.001	2	0.653	2	0.012	2	0.000	2	4.716	2	0.033	2	1.066	2	5.029	2	0.035	2	0.212	2	0.008	2	0.987	2	0.209	2	0.008	2	0.508	2	0.008	2	1.049	2	0.532	2	0.008	2

10	25.02.21	x146	140	0.973	2	0.001	2	0.901	2	0.877	2	0.001	2	0.066	2	0.007	2	1.236	2	0.082	2	0.009	2	0.022	2	0.001	2	0.944	2	0.020	2	0.001	2	0.031	2	0.001	2	0.653	2	0.020	2	0.000	2	3.001	2	0.046	2	1.066	2	3.199	2	0.049	2	0.091	2	0.010	2	0.987	2	0.090	2	0.010	2	0.510	2	0.019	2	1.049	2	0.534	2	0.020	2

10	25.02.21	x147	142	0.867	2	0.001	2	0.901	2	0.782	2	0.001	2	0.068	2	0.006	2	1.236	2	0.083	2	0.008	2	0.019	2	0.001	2	0.944	2	0.017	2	0.001	2	0.028	2	0.001	2	0.653	2	0.018	2	0.000	2	2.469	2	0.019	2	1.066	2	2.632	2	0.020	2	0.052	2	0.001	2	0.987	2	0.051	2	0.001	2	0.561	2	0.004	2	1.049	2	0.588	2	0.004	2

10	25.02.21	x148	144	1.925	2	0.001	2	0.901	2	1.735	2	0.001	2	0.089	2	0.004	2	1.236	2	0.110	2	0.005	2	0.031	2	0.002	2	0.944	2	0.029	2	0.002	2	0.041	2	0.001	2	0.653	2	0.027	2	0.001	2	5.102	2	0.040	2	1.066	2	5.440	2	0.042	2	0.154	2	0.005	2	0.987	2	0.152	2	0.005	2	0.617	2	0.001	2	1.049	2	0.647	2	0.001	2

10	25.02.21	x149	146	3.951	2	0.013	2	0.901	2	3.561	2	0.012	2	0.165	2	0.005	2	1.236	2	0.203	2	0.006	2	0.096	2	0.005	2	0.944	2	0.090	2	0.005	2	0.040	2	0.001	2	0.653	2	0.026	2	0.000	2	9.070	2	0.088	2	1.066	2	9.671	2	0.094	2	0.228	2	0.007	2	0.987	2	0.225	2	0.007	2	0.782	2	0.001	2	1.049	2	0.820	2	0.001	2

10	25.02.21	x150	148	1.294	2	0.006	2	0.901	2	1.166	2	0.005	2	0.147	2	0.003	2	1.236	2	0.182	2	0.003	2	0.038	2	0.004	2	0.944	2	0.035	2	0.003	2	0.029	2	0.001	2	0.653	2	0.019	2	0.001	2	3.555	2	0.086	2	1.066	2	3.791	2	0.092	2	0.072	2	0.011	2	0.987	2	0.071	2	0.010	2	0.501	2	0.000	2	1.049	2	0.525	2	0.000	2

10	25.02.21	x151	154	1.067	2	0.001	2	0.901	2	0.962	2	0.001	2	0.131	2	0.003	2	1.236	2	0.162	2	0.003	2	0.046	2	0.001	2	0.944	2	0.043	2	0.001	2	0.023	2	0.001	2	0.653	2	0.015	2	0.000	2	2.648	2	0.032	2	1.066	2	2.823	2	0.034	2	0.083	2	0.016	2	0.987	2	0.081	2	0.016	2	0.301	2	0.007	2	1.049	2	0.316	2	0.007	2

10	25.02.21	x152	156	1.375	2	0.001	2	0.901	2	1.239	2	0.001	2	0.140	2	0.001	2	1.236	2	0.172	2	0.001	2	0.046	2	0.001	2	0.944	2	0.043	2	0.001	2	0.033	2	0.000	2	0.653	2	0.022	2	0.000	2	4.144	2	0.007	2	1.066	2	4.419	2	0.008	2	0.070	2	0.001	2	0.987	2	0.069	2	0.001	2	0.557	2	0.004	2	1.049	2	0.584	2	0.004	2

10	25.02.21	x153	158	1.007	2	0.001	2	0.901	2	0.908	2	0.001	2	0.141	2	0.007	2	1.236	2	0.174	2	0.009	2	0.049	2	0.001	2	0.944	2	0.046	2	0.001	2	0.024	2	0.001	2	0.653	2	0.015	2	0.000	2	3.041	2	0.001	2	1.066	2	3.242	2	0.001	2	0.108	2	0.001	2	0.987	2	0.106	2	0.001	2	0.720	2	0.011	2	1.049	2	0.754	2	0.011	2

10	25.02.21	x154	160	2.440	2	0.002	2	0.901	2	2.199	2	0.002	2	0.163	2	0.003	2	1.236	2	0.201	2	0.003	2	0.077	2	0.001	2	0.944	2	0.073	2	0.001	2	0.032	2	0.001	2	0.653	2	0.021	2	0.001	2	6.867	2	0.076	2	1.066	2	7.322	2	0.081	2	0.218	2	0.004	2	0.987	2	0.215	2	0.004	2	0.741	2	0.005	2	1.049	2	0.777	2	0.005	2

10	25.02.21	x155	162	1.741	2	0.001	2	0.901	2	1.569	2	0.001	2	0.110	2	0.005	2	1.236	2	0.135	2	0.006	2	0.060	2	0.001	2	0.944	2	0.057	2	0.001	2	0.043	2	0.001	2	0.653	2	0.028	2	0.001	2	4.714	2	0.052	2	1.066	2	5.026	2	0.055	2	0.173	2	0.004	2	0.987	2	0.170	2	0.003	2	0.596	2	0.001	2	1.049	2	0.625	2	0.001	2

10	25.02.21	x156	164	1.814	2	0.002	2	0.901	2	1.635	2	0.002	2	0.194	2	0.003	2	1.236	2	0.240	2	0.003	2	0.065	2	0.001	2	0.944	2	0.061	2	0.001	2	0.038	2	0.001	2	0.653	2	0.025	2	0.001	2	5.292	2	0.021	2	1.066	2	5.643	2	0.023	2	0.156	2	0.006	2	0.987	2	0.154	2	0.006	2	0.647	2	0.003	2	1.049	2	0.678	2	0.003	2

10	25.02.21	x157	166	1.032	2	0.001	2	0.901	2	0.930	2	0.001	2	0.416	2	0.003	2	1.236	2	0.514	2	0.003	2	0.083	2	0.001	2	0.944	2	0.078	2	0.001	2	0.051	2	0.004	2	0.653	2	0.033	2	0.002	2	4.115	2	0.015	2	1.066	2	4.387	2	0.016	2	0.134	2	0.014	2	0.987	2	0.132	2	0.014	2	1.069	2	0.006	2	1.049	2	1.120	2	0.007	2

10	25.02.21	x158	168	1.318	2	0.001	2	0.901	2	1.188	2	0.001	2	0.278	2	0.004	2	1.236	2	0.344	2	0.005	2	0.052	2	0.001	2	0.944	2	0.049	2	0.001	2	0.031	2	0.001	2	0.653	2	0.020	2	0.000	2	4.420	2	0.014	2	1.066	2	4.713	2	0.015	2	0.134	2	0.006	2	0.987	2	0.132	2	0.006	2	0.722	2	0.007	2	1.049	2	0.757	2	0.007	2

10	25.02.21	x159	170	0.827	2	0.003	2	0.901	2	0.745	2	0.003	2	0.279	2	0.006	2	1.236	2	0.345	2	0.007	2	0.047	2	0.000	2	0.944	2	0.044	2	0.000	2	0.026	2	0.001	2	0.653	2	0.017	2	0.001	2	3.289	2	0.059	2	1.066	2	3.507	2	0.063	2	0.116	2	0.008	2	0.987	2	0.115	2	0.008	2	0.658	2	0.023	2	1.049	2	0.689	2	0.024	2

10	25.02.21	x160	172	1.381	2	0.002	2	0.901	2	1.244	2	0.002	2	0.659	2	0.006	2	1.236	2	0.814	2	0.008	2	0.061	2	0.001	2	0.944	2	0.057	2	0.001	2	0.035	2	0.000	2	0.653	2	0.023	2	0.000	2	4.157	2	0.013	2	1.066	2	4.433	2	0.014	2	0.156	2	0.006	2	0.987	2	0.154	2	0.006	2	0.669	2	0.015	2	1.049	2	0.701	2	0.016	2

10	25.02.21	x161	174	0.532	2	0.004	2	0.901	2	0.480	2	0.004	2	3.556	2	0.004	2	1.236	2	4.393	2	0.004	2	0.281	2	0.008	2	0.944	2	0.265	2	0.008	2	0.081	2	0.001	2	0.653	2	0.053	2	0.000	2	6.159	2	0.050	2	1.066	2	6.567	2	0.054	2	0.402	2	0.006	2	0.987	2	0.397	2	0.006	2	1.203	2	0.001	2	1.049	2	1.261	2	0.001	2

10	25.02.21	x162	176	0.345	2	0.001	2	0.901	2	0.311	2	0.001	2	1.982	2	0.004	2	1.236	2	2.448	2	0.004	2	0.197	2	0.001	2	0.944	2	0.186	2	0.001	2	0.072	2	0.001	2	0.653	2	0.047	2	0.001	2	3.603	2	0.030	2	1.066	2	3.842	2	0.032	2	0.304	2	0.002	2	0.987	2	0.300	2	0.002	2	0.556	2	0.013	2	1.049	2	0.583	2	0.013	2

10	25.02.21	x163	178	0.359	2	0.001	2	0.901	2	0.323	2	0.001	2	0.203	2	0.006	2	1.236	2	0.251	2	0.007	2	0.056	2	0.008	2	0.944	2	0.052	2	0.007	2	0.024	2	0.001	2	0.653	2	0.016	2	0.001	2	2.724	2	0.016	2	1.066	2	2.904	2	0.017	2	0.105	2	0.009	2	0.987	2	0.103	2	0.009	2	0.503	2	0.012	2	1.049	2	0.527	2	0.013	2

10	25.02.21	x164	180	0.432	2	0.001	2	0.901	2	0.389	2	0.001	2	0.320	2	0.003	2	1.236	2	0.395	2	0.003	2	0.033	2	0.001	2	0.944	2	0.031	2	0.001	2	0.041	2	0.001	2	0.653	2	0.026	2	0.000	2	2.588	2	0.017	2	1.066	2	2.760	2	0.018	2	0.052	2	0.006	2	0.987	2	0.051	2	0.006	2	0.570	2	0.004	2	1.049	2	0.598	2	0.004	2

10	25.02.21	x165	182	0.298	2	0.001	2	0.901	2	0.269	2	0.001	2	0.257	2	0.002	2	1.236	2	0.317	2	0.003	2	0.033	2	0.001	2	0.944	2	0.031	2	0.001	2	0.036	2	0.004	2	0.653	2	0.023	2	0.002	2	2.040	2	0.062	2	1.066	2	2.175	2	0.066	2	0.059	2	0.008	2	0.987	2	0.058	2	0.008	2	0.406	2	0.025	2	1.049	2	0.425	2	0.026	2

10	25.02.21	x166	184	0.348	2	0.001	2	0.901	2	0.314	2	0.001	2	0.269	2	0.003	2	1.236	2	0.332	2	0.003	2	0.030	2	0.001	2	0.944	2	0.028	2	0.001	2	0.041	2	0.001	2	0.653	2	0.026	2	0.000	2	2.273	2	0.029	2	1.066	2	2.423	2	0.031	2	0.026	2	0.006	2	0.987	2	0.026	2	0.006	2	0.494	2	0.007	2	1.049	2	0.518	2	0.007	2

10	25.02.21	x167	186	0.519	2	0.000	2	0.901	2	0.468	2	0.000	2	0.318	2	0.002	2	1.236	2	0.392	2	0.003	2	0.031	2	0.001	2	0.944	2	0.029	2	0.001	2	0.033	2	0.000	2	0.653	2	0.022	2	0.000	2	2.472	2	0.039	2	1.066	2	2.635	2	0.041	2	0.037	2	0.001	2	0.987	2	0.037	2	0.001	2	0.512	2	0.018	2	1.049	2	0.536	2	0.019	2

10	25.02.21	x168	188	0.518	2	0.001	2	0.901	2	0.466	2	0.001	2	0.267	2	0.001	2	1.236	2	0.330	2	0.002	2	0.033	2	0.001	2	0.944	2	0.031	2	0.001	2	0.038	2	0.000	2	0.653	2	0.025	2	0.000	2	2.582	2	0.013	2	1.066	2	2.753	2	0.014	2	0.082	2	0.001	2	0.987	2	0.081	2	0.001	2	0.591	2	0.010	2	1.049	2	0.620	2	0.010	2

10	25.02.21	x169	190	0.503	2	0.001	2	0.901	2	0.453	2	0.001	2	0.303	2	0.001	2	1.236	2	0.374	2	0.002	2	0.030	2	0.001	2	0.944	2	0.028	2	0.001	2	0.035	2	0.001	2	0.653	2	0.023	2	0.000	2	3.022	2	0.006	2	1.066	2	3.222	2	0.007	2	0.064	2	0.018	2	0.987	2	0.063	2	0.017	2	0.949	2	0.002	2	1.049	2	0.995	2	0.002	2

10	25.02.21	x170	192	0.344	2	0.004	2	0.901	2	0.310	2	0.004	2	0.168	2	0.013	2	1.236	2	0.207	2	0.017	2	0.030	2	0.001	2	0.944	2	0.028	2	0.001	2	0.030	2	0.001	2	0.653	2	0.019	2	0.000	2	2.375	2	0.008	2	1.066	2	2.532	2	0.008	2	0.063	2	0.011	2	0.987	2	0.062	2	0.011	2	1.057	2	0.008	2	1.049	2	1.108	2	0.008	2

10	25.02.21	x171	194	0.688	2	0.005	2	0.901	2	0.620	2	0.004	2	0.340	2	0.001	2	1.236	2	0.420	2	0.001	2	0.030	2	0.001	2	0.944	2	0.028	2	0.001	2	0.037	2	0.003	2	0.653	2	0.024	2	0.002	2	3.710	2	0.046	2	1.066	2	3.956	2	0.049	2	0.081	2	0.001	2	0.987	2	0.079	2	0.001	2	1.084	2	0.009	2	1.049	2	1.136	2	0.010	2

10	25.02.21	x172	196	0.331	2	0.000	2	0.901	2	0.298	2	0.000	2	0.282	2	0.001	2	1.236	2	0.348	2	0.001	2	0.023	2	0.001	2	0.944	2	0.021	2	0.001	2	0.040	2	0.002	2	0.653	2	0.026	2	0.001	2	2.518	2	0.018	2	1.066	2	2.685	2	0.020	2	0.042	2	0.026	2	0.987	2	0.041	2	0.026	2	0.566	2	0.008	2	1.049	2	0.594	2	0.009	2

10	25.02.21	x173	198	0.308	2	0.004	2	0.901	2	0.277	2	0.003	2	0.155	2	0.004	2	1.236	2	0.191	2	0.004	2	0.019	2	0.001	2	0.944	2	0.017	2	0.001	2	0.033	2	0.001	2	0.653	2	0.021	2	0.000	2	2.310	2	0.035	2	1.066	2	2.463	2	0.038	2	0.057	2	0.003	2	0.987	2	0.056	2	0.003	2	0.641	2	0.013	2	1.049	2	0.672	2	0.013	2

10	25.02.21	x174	200	0.475	2	0.000	2	0.901	2	0.428	2	0.000	2	0.277	2	0.001	2	1.236	2	0.342	2	0.002	2	0.025	2	0.001	2	0.944	2	0.023	2	0.001	2	0.028	2	0.001	2	0.653	2	0.018	2	0.001	2	3.414	2	0.057	2	1.066	2	3.640	2	0.060	2	0.080	2	0.005	2	0.987	2	0.078	2	0.005	2	0.744	2	0.010	2	1.049	2	0.780	2	0.010	2

10	25.02.21	x175	202	0.633	2	0.001	2	0.901	2	0.571	2	0.001	2	0.208	2	0.002	2	1.236	2	0.256	2	0.003	2	0.024	2	0.000	2	0.944	2	0.023	2	0.000	2	0.033	2	0.001	2	0.653	2	0.022	2	0.001	2	3.011	2	0.009	2	1.066	2	3.210	2	0.010	2	0.070	2	0.013	2	0.987	2	0.069	2	0.013	2	0.577	2	0.004	2	1.049	2	0.605	2	0.004	2

10	25.02.21	x176	208	0.357	2	0.003	2	0.901	2	0.322	2	0.003	2	0.071	2	0.001	2	1.236	2	0.088	2	0.002	2	0.042	2	0.002	2	0.944	2	0.039	2	0.002	2	0.028	2	0.001	2	0.653	2	0.018	2	0.001	2	3.104	2	0.044	2	1.066	2	3.310	2	0.047	2	0.059	2	0.004	2	0.987	2	0.058	2	0.004	2	0.647	2	0.004	2	1.049	2	0.678	2	0.004	2

10	25.02.21	x177	210	0.564	2	0.001	2	0.901	2	0.508	2	0.001	2	0.118	2	0.003	2	1.236	2	0.146	2	0.003	2	0.052	2	0.001	2	0.944	2	0.049	2	0.001	2	0.029	2	0.000	2	0.653	2	0.019	2	0.000	2	4.853	2	0.022	2	1.066	2	5.174	2	0.023	2	0.086	2	0.000	2	0.987	2	0.085	2	0.000	2	0.817	2	0.006	2	1.049	2	0.857	2	0.006	2

10	25.02.21	x178	212	0.447	2	0.002	2	0.901	2	0.402	2	0.002	2	0.123	2	0.001	2	1.236	2	0.152	2	0.002	2	0.037	2	0.002	2	0.944	2	0.034	2	0.002	2	0.038	2	0.001	2	0.653	2	0.024	2	0.000	2	2.436	2	0.025	2	1.066	2	2.597	2	0.026	2	0.064	2	0.001	2	0.987	2	0.063	2	0.001	2	0.616	2	0.011	2	1.049	2	0.645	2	0.011	2

10	25.02.21	x179	214	0.486	2	0.000	2	0.901	2	0.438	2	0.000	2	0.112	2	0.006	2	1.236	2	0.138	2	0.008	2	0.032	2	0.001	2	0.944	2	0.030	2	0.001	2	0.031	2	0.004	2	0.653	2	0.020	2	0.002	2	3.402	2	0.041	2	1.066	2	3.628	2	0.044	2	0.073	2	0.016	2	0.987	2	0.072	2	0.015	2	0.791	2	0.010	2	1.049	2	0.829	2	0.010	2

10	25.02.21	x180	216	0.398	2	0.001	2	0.901	2	0.358	2	0.001	2	0.167	2	0.002	2	1.236	2	0.206	2	0.003	2	0.040	2	0.000	2	0.944	2	0.038	2	0.000	2	0.033	2	0.001	2	0.653	2	0.021	2	0.000	2	3.202	2	0.003	2	1.066	2	3.414	2	0.003	2	0.089	2	0.000	2	0.987	2	0.088	2	0.000	2	0.651	2	0.003	2	1.049	2	0.683	2	0.003	2

10	25.02.21	x181	218	0.375	2	0.001	2	0.901	2	0.338	2	0.001	2	0.136	2	0.003	2	1.236	2	0.168	2	0.003	2	0.044	2	0.000	2	0.944	2	0.042	2	0.000	2	0.026	2	0.000	2	0.653	2	0.017	2	0.000	2	4.250	2	0.032	2	1.066	2	4.531	2	0.034	2	0.086	2	0.011	2	0.987	2	0.084	2	0.010	2	0.906	2	0.011	2	1.049	2	0.950	2	0.012	2

10	25.02.21	x182	220	0.570	2	0.000	2	0.901	2	0.514	2	0.000	2	0.251	2	0.004	2	1.236	2	0.310	2	0.004	2	0.058	2	0.000	2	0.944	2	0.055	2	0.000	2	0.025	2	0.000	2	0.653	2	0.016	2	0.000	2	5.009	2	0.010	2	1.066	2	5.341	2	0.011	2	0.110	2	0.008	2	0.987	2	0.108	2	0.008	2	0.970	2	0.005	2	1.049	2	1.017	2	0.005	2

10	25.02.21	x183	222	0.495	2	0.001	2	0.901	2	0.446	2	0.001	2	0.254	2	0.004	2	1.236	2	0.313	2	0.004	2	0.045	2	0.002	2	0.944	2	0.042	2	0.002	2	0.025	2	0.001	2	0.653	2	0.016	2	0.000	2	3.739	2	0.033	2	1.066	2	3.986	2	0.035	2	0.088	2	0.010	2	0.987	2	0.087	2	0.010	2	0.690	2	0.001	2	1.049	2	0.723	2	0.001	2

10	25.02.21	x184	224	0.590	2	0.000	2	0.901	2	0.532	2	0.000	2	0.281	2	0.003	2	1.236	2	0.347	2	0.003	2	0.052	2	0.000	2	0.944	2	0.049	2	0.000	2	0.025	2	0.000	2	0.653	2	0.016	2	0.000	2	4.614	2	0.007	2	1.066	2	4.920	2	0.008	2	0.104	2	0.003	2	0.987	2	0.103	2	0.003	2	0.400	2	0.003	2	1.049	2	0.419	2	0.003	2

10	25.02.21	x185	226	0.592	2	0.002	2	0.901	2	0.533	2	0.002	2	0.285	2	0.002	2	1.236	2	0.352	2	0.003	2	0.048	2	0.000	2	0.944	2	0.045	2	0.000	2	0.027	2	0.002	2	0.653	2	0.017	2	0.001	2	4.326	2	0.007	2	1.066	2	4.613	2	0.008	2	0.099	2	0.006	2	0.987	2	0.097	2	0.006	2	1.056	2	0.013	2	1.049	2	1.107	2	0.014	2

10	25.02.21	x186	228	0.608	2	0.000	2	0.901	2	0.548	2	0.000	2	0.308	2	0.001	2	1.236	2	0.381	2	0.002	2	0.084	2	0.001	2	0.944	2	0.079	2	0.001	2	0.028	2	0.001	2	0.653	2	0.018	2	0.000	2	3.525	2	0.001	2	1.066	2	3.758	2	0.001	2	0.118	2	0.002	2	0.987	2	0.116	2	0.002	2	0.479	2	0.009	2	1.049	2	0.502	2	0.010	2

10	25.02.21	x187	230	0.783	2	0.001	2	0.901	2	0.705	2	0.001	2	0.420	2	0.004	2	1.236	2	0.519	2	0.005	2	0.103	2	0.002	2	0.944	2	0.097	2	0.002	2	0.029	2	0.001	2	0.653	2	0.019	2	0.000	2	6.319	2	0.127	2	1.066	2	6.738	2	0.136	2	0.203	2	0.009	2	0.987	2	0.200	2	0.009	2	0.767	2	0.019	2	1.049	2	0.804	2	0.020	2

10	25.02.21	x188	232	0.429	2	0.005	2	0.901	2	0.386	2	0.004	2	0.211	2	0.004	2	1.236	2	0.260	2	0.004	2	0.050	2	0.004	2	0.944	2	0.047	2	0.003	2	0.022	2	0.001	2	0.653	2	0.014	2	0.000	2	9.760	2	0.049	2	1.066	2	10.407	2	0.053	2	0.067	2	0.006	2	0.987	2	0.066	2	0.006	2	1.734	2	0.010	2	1.049	2	1.818	2	0.010	2

10	25.02.21	x189	234	0.233	2	0.001	2	0.901	2	0.210	2	0.001	2	0.053	2	0.002	2	1.236	2	0.065	2	0.003	2	0.013	2	0.004	2	0.944	2	0.012	2	0.004	2	0.026	2	0.001	2	0.653	2	0.017	2	0.000	2	2.035	2	0.132	2	1.066	2	2.170	2	0.140	2	0.052	2	0.011	2	0.987	2	0.051	2	0.011	2	0.432	2	0.001	2	1.049	2	0.453	2	0.001	2

10	25.02.21	x190	236	0.274	2	0.001	2	0.901	2	0.247	2	0.001	2	0.053	2	0.000	2	1.236	2	0.065	2	0.000	2	0.008	2	0.001	2	0.944	2	0.008	2	0.001	2	0.026	2	0.003	2	0.653	2	0.017	2	0.002	2	2.671	2	0.008	2	1.066	2	2.848	2	0.009	2	0.049	2	0.003	2	0.987	2	0.048	2	0.003	2	0.557	2	0.005	2	1.049	2	0.584	2	0.005	2

10	25.02.21	x191	238	0.258	2	0.001	2	0.901	2	0.232	2	0.001	2	0.057	2	0.001	2	1.236	2	0.070	2	0.001	2	0.007	2	0.001	2	0.944	2	0.007	2	0.001	2	0.023	2	0.001	2	0.653	2	0.015	2	0.000	2	1.877	2	0.037	2	1.066	2	2.001	2	0.039	2	0.061	2	0.000	2	0.987	2	0.060	2	0.000	2	0.273	2	0.003	2	1.049	2	0.286	2	0.003	2

10	25.02.21	x192	240	0.247	2	0.001	2	0.901	2	0.223	2	0.001	2	0.102	2	0.003	2	1.236	2	0.126	2	0.003	2	0.007	2	0.001	2	0.944	2	0.007	2	0.001	2	0.023	2	0.001	2	0.653	2	0.015	2	0.001	2	1.774	2	0.005	2	1.066	2	1.891	2	0.005	2	0.023	2	0.002	2	0.987	2	0.022	2	0.002	2	0.450	2	0.009	2	1.049	2	0.471	2	0.010	2

10	25.02.21	x193	242	0.198	2	0.001	2	0.901	2	0.178	2	0.001	2	0.111	2	0.006	2	1.236	2	0.137	2	0.007	2	0.011	2	0.001	2	0.944	2	0.010	2	0.001	2	0.029	2	0.002	2	0.653	2	0.019	2	0.001	2	2.023	2	0.016	2	1.066	2	2.157	2	0.017	2	0.038	2	0.002	2	0.987	2	0.037	2	0.002	2	0.380	2	0.006	2	1.049	2	0.398	2	0.007	2

10	25.02.21	x194	244	0.197	2	0.001	2	0.901	2	0.177	2	0.001	2	0.113	2	0.004	2	1.236	2	0.139	2	0.004	2	0.014	2	0.001	2	0.944	2	0.013	2	0.001	2	0.028	2	0.000	2	0.653	2	0.018	2	0.000	2	1.875	2	0.004	2	1.066	2	1.999	2	0.004	2	0.034	2	0.007	2	0.987	2	0.034	2	0.007	2	0.401	2	0.006	2	1.049	2	0.420	2	0.007	2

