Profile,Rawfilename,Project,Depth [m],Sampled volume [L],Total flux [mg m-2 d-1],slope,time
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,277.5,87.48,0.3342155948810368,-3.426291221257122,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,282.5,86.4,0.13208096609992892,-3.8050452473853906,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,287.5,84.24,0.39866366502052875,-3.257191931099917,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,292.5,82.08,0.34113946299096953,-3.0219888542818785,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,297.5,89.64,0.1667201976069675,-3.3702867402877903,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,302.5,87.48,0.4509270083111196,-3.1671792161959735,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,307.5,90.72,0.8730662494332548,-3.070329861591196,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,312.5,79.92,1.40030344386385,-2.497670845181835,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,317.5,86.4,0.5410668747369497,-2.609489420989085,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,322.5,73.44,0.3467592834962172,-2.6977030663924078,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,327.5,82.08,1.269869208859801,-2.313203465179318,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,332.5,86.4,0.7163730685161825,-3.1178782830696155,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,337.5,85.32,0.07264867053469654,-3.8421930070401373,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,342.5,81.0,0.31280862439131035,-3.093609356205857,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,347.5,79.92,0.3236576418339749,-3.2947800704687986,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,352.5,82.08,0.11878028619957584,-3.377346219522058,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,357.5,79.92,0.23776871137873223,-2.486845527855616,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,362.5,82.08,0.138127204535895,-3.397104157009258,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,367.5,85.32,0.24121197388326782,-3.4219475638837857,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,372.5,77.76,1.7613692130631935,-2.6526693127666303,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,377.5,83.16,0.4450512663859051,-3.2604550155652743,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,382.5,88.56,1.6378823108219338,-2.5593946018413813,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,387.5,90.72,0.23950725582913113,-3.276863377282495,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,392.5,86.4,0.11122283899730026,-3.6981507597449514,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,397.5,85.32,0.08225320223717693,-3.7313651346872048,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,402.5,83.16,0.06301705862419488,-3.9684911506576768,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,407.5,79.92,0.16823342004479572,-3.58419645717293,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,412.5,88.56,0.1385022789102855,-2.9763983038130633,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,417.5,79.92,0.1418603722260546,-2.698316041975401,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,422.5,81.0,0.061962116794260565,-3.961635884428414,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,427.5,81.0,0.07459260187508743,-3.8688576568687982,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,432.5,78.84,0.11176736492652956,-3.8396183699184077,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,437.5,79.92,0.08610608772668149,-3.477928086687016,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,442.5,84.24,0.5253537714073695,-3.2588816564665906,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,447.5,83.16,0.11825390877145116,-2.8401318336994086,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,452.5,86.4,0.6363110849177542,-2.6754125382737617,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,457.5,84.24,0.16883585961082093,-3.3782685448132574,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,462.5,78.84,0.0475986689026129,-3.970462542386363,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,467.5,79.92,0.16110559516422232,-3.536852217851674,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,472.5,85.32,0.10981299585179113,-3.5470261896253032,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,477.5,81.0,0.08144526716527431,-3.2396961162204443,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,482.5,89.64,0.05477213822791207,-3.7142046856414668,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,487.5,87.48,0.6868872254900465,-3.0214258652671573,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,492.5,78.84,0.38228718251369925,-3.2054474219891054,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,497.5,78.84,0.1615988909511356,-3.4647939378937767,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,502.5,77.76,0.2101728926030411,-3.578585538761325,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,507.5,84.24,0.10629168470398993,-3.6177002006127,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,512.5,87.48,0.05815846702314483,-3.617805986935794,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,517.5,84.24,0.0643213060259108,-3.5899685867627027,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,522.5,88.56,0.06794034390350054,-4.128978540343277,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,527.5,79.92,0.07918857862174353,-3.804371720521269,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,532.5,88.56,0.8150043983153692,-3.0628258294085007,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,537.5,77.76,0.12685001770605112,-3.5610693522538477,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,542.5,82.08,0.1834018121420744,-2.7654131613492616,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,547.5,78.84,0.04735027892286949,-3.9876242005589515,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,552.5,93.96,0.044655314239973015,-4.097702092170629,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,557.5,81.0,0.09462454483053256,-2.253478204782565,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,562.5,81.0,0.09847583306949229,-3.7766841664890225,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,567.5,81.0,0.7639264717779732,-3.271297305955295,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,572.5,86.4,0.6083641588507367,-3.1489994587957564,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,577.5,85.32,0.08096428664287578,-3.8613188235433453,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,582.5,79.92,0.1460189145468679,-2.8569152856704396,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,587.5,87.48,0.9724861691425237,-3.0114148847420834,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,592.5,89.64,0.10085314649018218,-3.210277963388487,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,597.5,93.96,1.6232948470669228,-2.880820921227719,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,602.5,83.16,1.0125456374640798,-3.099012703566136,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,607.5,89.64,0.12138067961870203,-2.8159752735616608,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,612.5,83.16,1.1180105202154778,-3.1527699309504604,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,617.5,79.92,0.3565837274142239,-3.2379375894709854,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,622.5,73.44,0.03903064429289578,-4.275262752532506,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,627.5,85.32,0.26592537367926505,-3.508338793747324,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,632.5,78.84,0.10585188008126764,-2.918816744267278,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,637.5,91.8,0.04937877526287243,-3.886943252976659,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,642.5,83.16,0.03925875210179271,-3.606954440154176,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,647.5,89.64,0.07974065849799611,-3.985910020198988,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,652.5,82.08,0.10329553505970267,-3.7815939395161435,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,657.5,85.32,0.44101335218381976,-3.395660483450454,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,662.5,79.92,0.05364131415679883,-4.168674262691015,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,667.5,84.24,0.09832558840878736,-3.78511878573915,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,672.5,78.84,0.034384068843895874,-3.778846652151597,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,677.5,88.56,0.12307915499636882,-3.7804217989271867,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,682.5,89.64,0.01657504046470116,-4.994509827688995,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,687.5,87.48,0.8056742856467984,-3.221522728508441,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,692.5,73.44,0.039929290883791976,-3.681359205782016,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,697.5,88.56,0.09395938561536243,-3.8561671126960855,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,702.5,85.32,0.1496708846086096,-3.6738077684715313,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,707.5,77.76,0.09083646432082912,-3.9087742547476907,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,712.5,87.48,0.28867084093285206,-3.395590576556434,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,717.5,82.08,0.32662257768164443,-3.0751049867740337,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,722.5,81.0,0.1526134854404404,-3.725030472748783,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,727.5,81.0,0.0507436253623393,-4.017836233814405,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,732.5,95.04,0.24105120715748216,-3.602954342809736,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,737.5,77.76,0.20846068500731546,-3.578891169390732,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,742.5,87.48,0.1748830040400222,-3.724503707070544,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,747.5,88.56,0.26899801208969853,-3.5949509346556723,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,752.5,81.0,1.3297873878780158,-2.9681390482513708,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,757.5,86.4,0.18297661967835083,-2.627323175499985,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,762.5,77.76,0.877150228282852,-2.927404590070778,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,767.5,81.0,0.40098582833312696,-2.8606868922699404,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,772.5,81.0,0.03618247586005299,-4.384848988938156,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,777.5,76.68,0.017081634625908018,-4.66732225714367,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,782.5,84.24,0.09456627755511857,-3.9484912798767318,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,787.5,87.48,0.08577735603657238,-3.9950895947542855,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,792.5,79.92,0.06465211913640065,-4.131887382639887,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,797.5,84.24,1.1334039927863395,-2.507905650742146,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,802.5,79.92,0.04112079332380239,-4.597534323406571,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,807.5,79.92,0.04164557762335352,-4.601871661097054,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,812.5,81.0,0.02629742810976471,-4.931130947218105,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,817.5,77.76,0.7104061702918003,-3.2720414495311307,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,822.5,73.44,0.013309763627930635,-4.88325067221034,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,827.5,96.12,0.34929214703354455,-3.34909585189547,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,832.5,78.84,0.10256865496111942,-3.9262226471739208,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,837.5,76.68,0.02405000670636396,-4.197541175826297,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,842.5,78.84,0.10113860793270789,-3.798189958939508,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,847.5,77.76,0.0322536346435454,-4.582977838311894,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,852.5,81.0,0.014802915749236534,-4.616148836022397,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,857.5,87.48,0.09387541109926273,-3.9890489152210398,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,862.5,83.16,0.07131317815698568,-4.010797992382661,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,867.5,72.36,0.032240036410469915,-3.9038601640598634,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,872.5,76.68,0.13454851741553375,-3.075946155428419,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,877.5,75.6,0.040835507444477614,-4.1257169179842546,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,882.5,79.92,0.04584990935222015,-4.37679840098854,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,887.5,82.08,0.19018907822583864,-3.5208738628796437,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,892.5,82.08,0.0903063521455998,-3.9452531933573534,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,897.5,76.68,0.43154368727601455,-3.3737751101351967,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,902.5,68.04,0.17254295279489723,-2.2792472510040436,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,907.5,75.6,0.1406586387616327,-3.5490290807581295,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,912.5,79.92,0.09835097163130689,-3.8233857273235006,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,917.5,77.76,0.24823820025701554,-3.3005678094999453,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,922.5,79.92,0.07524132232064859,-3.8041027986885982,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,927.5,79.92,0.6901555393905597,-2.903272265777741,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,932.5,88.56,0.06496487082227809,-3.7799970868616453,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,937.5,82.08,0.06114682578380971,-4.21717713432353,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,942.5,81.0,0.08770750304681171,-3.9827606974183136,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,947.5,89.64,0.06310291355108708,-3.7884272802746977,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,952.5,85.32,0.030432120277677048,-4.384111924786109,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,957.5,79.92,0.08697070267602254,-3.857851007339789,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,962.5,74.52,0.7425172343439871,-3.1499597517234657,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,967.5,74.52,0.0572174294588501,-4.2781922208428655,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,972.5,66.96,0.0563785591824358,-4.253041139476774,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,977.5,78.84,0.02453756629562137,-4.743290219953562,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,982.5,75.6,0.3642893960062762,-3.401445781540118,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,987.5,76.68,0.03099716624324416,-4.353705225887802,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,992.5,77.76,0.03343693956052318,-3.8652984853370147,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,997.5,83.16,0.026172501401195154,-3.951824048931708,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,1002.5,70.2,0.045236328134071434,-4.358974860557941,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,1007.5,82.08,0.12106815293236878,-3.815977258430965,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,1012.5,74.52,0.04707381826746128,-4.380651555750906,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,1017.5,79.92,0.05336156321564324,-2.8966723223778756,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,1022.5,76.68,0.7557910367917776,-3.13771304198001,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,1027.5,81.0,0.03425181143859356,-4.4632363379292945,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,1032.5,87.48,0.08295735730847555,-3.899050677117071,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,1037.5,79.92,0.06337001640449028,-4.189906767590004,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,1042.5,82.08,0.028412228871112367,-4.531674832801561,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,1047.5,75.6,0.040835507444477614,-4.087825224868934,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,1052.5,88.56,0.10330645609806138,-2.1882024455940536,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,1057.5,68.04,0.024793612686435606,-2.7466768042138363,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,1062.5,74.52,0.7264271085295995,-3.2123874770653607,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,1067.5,76.68,0.05562064286184548,-3.9478695757998086,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,1072.5,77.76,0.3921235443546699,-3.363712662062405,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,1077.5,73.44,0.025987534613807303,-4.764549508862978,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,1082.5,87.48,0.02815792944777137,-4.143901107874637,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,1087.5,82.08,0.1365627398223677,-3.702954875357324,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,1092.5,77.76,0.08504121100450492,-2.72019172769977,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,1097.5,82.08,0.34829021314061415,-3.40249607913631,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,1102.5,89.64,0.06784975171982899,-3.9079153517086924,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,1107.5,76.68,0.11058148602671103,-3.907390881290874,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,1112.5,78.84,0.05886581059543333,-4.193881466494421,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,1117.5,76.68,0.03304720676305255,-4.4800062155152025,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,1122.5,81.0,0.05400773346543172,-4.3467006075642995,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,1127.5,74.52,0.042012926371722534,-2.400581414404364,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,1132.5,87.48,0.05486197606053582,-3.903587393197533,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,1137.5,75.6,0.050527715405382964,-4.3351255725322355,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,1142.5,85.32,0.12256712605565676,-3.6950957601562653,2020-05-16 12:46:04
ps122_3_40_36,HDR20200516124604,uvp5_sn204_mosaic_primary_filtered,1147.5,85.32,0.6842004374947851,-3.28356285732926,2020-05-16 12:46:04
