Event Label	Date/Time	Lat	Lon	Bottle Nr.	Pressure [dbar]	in-situ temperature ITS-90 [°C]	Quality flag	practical Salinity PSU78 [ ]	Quality flag	Oxygen [ml/l]	Quality flag	conservative Temp ITS-90 [°C]	Quality flag	potential Temp. ref. pres. 0 dbar [°C]	absolute Salinity [g/kg]	potential density anomaly ref. pres. 0 dbar [kg/m^3]	Quality flag	oxygen satuaration [ml/l]	oxygen saturation [%]	conductivity [mS/cm]	Quality flag	fluorescence chl-a uncalibrated [mg/m^3]	Quality flag	beam transmission uncalibrated [%]	Quality flag	PAR/Irradiance [unknown]	Quality flag	SPAR/Surface Irradiance [unknown]	Quality flag	fluorescence cdom uncalibrated [mg/m^3]	Quality flag	rhodamine [ppb]	Quality flag
PS122/5_59-272	2020-08-26T04:29:00	87.8267	104.5502	17	 506	0.9495	1	34.8977	1	6.9561	1	...0.9257	1	0.9252	35.0647	27.9707	1	7.85	88.59	30.0103	1	0.0205	0	98.4201	0	0.0106	0	NaN	0	NaN	0	NaN	0
PS122/5_59-272	2020-08-26T04:29:00	87.8267	104.5502	18	 506	0.9492	1	34.8976	1	6.9441	1	...0.9254	1	0.9249	35.0646	27.9706	1	7.85	88.44	30.0100	1	0.0205	0	98.4238	0	0.0106	0	NaN	0	NaN	0	NaN	0
PS122/5_59-272	2020-08-26T04:29:00	87.8267	104.5502	19	 506	0.9493	1	34.8977	1	6.9386	1	...0.9255	1	0.9250	35.0647	27.9707	1	7.85	88.37	30.0102	1	0.0192	0	98.4217	0	0.0106	0	NaN	0	NaN	0	NaN	0
PS122/5_59-272	2020-08-26T04:29:00	87.8267	104.5502	20	 506	0.9491	1	34.8977	1	6.9630	1	...0.9253	1	0.9248	35.0647	27.9707	1	7.85	88.68	30.0100	1	0.0205	0	98.4201	0	0.0106	0	NaN	0	NaN	0	NaN	0
PS122/5_59-272	2020-08-26T04:29:00	87.8267	104.5502	21	 506	0.9487	1	34.8977	1	6.9680	1	...0.9249	1	0.9244	35.0647	27.9707	1	7.85	88.74	30.0097	1	0.0180	0	98.4190	0	0.0106	0	NaN	0	NaN	0	NaN	0
PS122/5_59-272	2020-08-26T04:29:00	87.8267	104.5502	22	 506	0.9494	1	34.8977	1	6.9556	1	...0.9256	1	0.9251	35.0647	27.9707	1	7.85	88.58	30.0103	1	0.0136	0	98.4049	0	0.0106	0	NaN	0	NaN	0	NaN	0
PS122/5_59-272	2020-08-26T04:29:00	87.8267	104.5502	23	 506	0.9493	1	34.8978	1	6.9551	1	...0.9255	1	0.9250	35.0648	27.9707	1	7.85	88.58	30.0103	1	0.0136	0	98.4184	0	0.0105	0	NaN	0	NaN	0	NaN	0
PS122/5_59-272	2020-08-26T04:29:00	87.8267	104.5502	24	 506	0.9494	1	34.8978	1	6.9598	1	...0.9256	1	0.9251	35.0648	27.9707	1	7.85	88.64	30.0103	1	0.0136	0	98.4190	0	0.0106	0	NaN	0	NaN	0	NaN	0
PS122/5_59-62	2020-08-17T14:19:00	88.2992	-34.6480	 1	1016	-0.0637	1	34.9008	1	6.9661	1	...-0.1067	1	-0.1083	35.0684	28.0352	1	8.06	86.38	29.3646	1	-0.0947	0	98.4497	0	0.0097	0	NaN	0	NaN	0	NaN	0
PS122/5_59-62	2020-08-17T14:19:00	88.2992	-34.6480	 2	 759	0.2690	1	34.8921	1	6.9737	1	...0.2365	1	0.2353	35.0594	28.0091	1	7.99	87.24	29.5313	1	-0.0979	0	98.4017	0	0.0098	0	NaN	0	NaN	0	NaN	0
PS122/5_59-62	2020-08-17T14:19:00	88.2992	-34.6480	 3	 505	0.8593	1	34.8906	1	6.9578	1	...0.8360	1	0.8355	35.0576	27.9709	1	7.87	88.40	29.9263	1	-0.1141	0	98.4217	0	0.0096	0	NaN	0	NaN	0	NaN	0
PS122/5_59-62	2020-08-17T14:19:00	88.2992	-34.6480	 4	 405	1.2021	1	34.8938	1	6.9249	1	...1.1824	1	1.1822	35.0610	27.9502	1	7.80	88.77	30.1809	1	-0.1103	0	98.3650	0	0.0096	0	NaN	0	NaN	0	NaN	0
PS122/5_59-62	2020-08-17T14:19:00	88.2992	-34.6480	 5	 303	1.1832	1	34.8683	1	6.8869	1	...1.1689	1	1.1686	35.0354	27.9307	1	7.81	88.22	30.0986	1	-0.0991	0	98.4152	0	0.0096	0	NaN	0	NaN	0	NaN	0
PS122/5_59-62	2020-08-17T14:19:00	88.2992	-34.6480	 6	 202	0.7291	1	34.7536	1	6.8659	1	...0.7217	1	0.7204	34.9202	27.8683	1	7.91	86.85	29.5704	1	-0.0711	0	98.3525	0	0.0096	0	NaN	0	NaN	0	NaN	0
PS122/5_59-62	2020-08-17T14:19:00	88.2992	-34.6480	 7	 101	-1.2827	1	34.2271	1	7.3170	1	...-1.2811	1	-1.2851	34.3923	27.5423	1	8.37	87.40	27.4255	1	-0.0418	0	98.3115	0	0.0095	0	NaN	0	NaN	0	NaN	0
PS122/5_59-62	2020-08-17T14:19:00	88.2992	-34.6480	 8	 101	-1.2760	1	34.2237	1	7.3230	1	...-1.2744	1	-1.2784	34.3889	27.5393	1	8.37	87.49	27.4286	1	-0.0399	0	98.3045	0	0.0096	0	NaN	0	NaN	0	NaN	0
PS122/5_59-62	2020-08-17T14:19:00	88.2992	-34.6480	 9	  88	-1.4188	1	33.9715	1	7.1517	1	...-1.4162	1	-1.4207	34.1357	27.3397	1	8.42	84.96	27.1212	1	-0.0188	0	98.2975	0	0.0097	0	NaN	0	NaN	0	NaN	0
PS122/5_59-62	2020-08-17T14:19:00	88.2992	-34.6480	10	  81	-1.4087	1	33.7450	1	6.9353	1	...-1.4055	1	-1.4104	33.9083	27.1558	1	8.43	82.28	26.9621	1	0.0093	0	98.2791	0	0.0096	0	NaN	0	NaN	0	NaN	0
